id,First_Name,Last_Name,Gender,Date_Of_Birth,Email,Citizenship,Country_Of_Birth,Language,Year_of_Arrival_USA ,Course _information,Postgraduate_or_Undergraduate ,Type_of_attendance ,Mode_of_attendance ,Course_GPA,Course_Completion_Year,Field_of_Education,Basis _for_admission ,Equity_Data ,Entrance_Score,Location_permanent_homeresidence,highest_education_prior_commencement ,Graduation
139,Ann,Freeman,Female,1/1/1987,afreeman3u@wunderground.com,Poland,Poland,Mandarin,2012,MISM,PG,part_time,external,3.4,2015,Marketing,GMAT,Low-Income,792,Poland,PG,
140,Maria,Lynch,Female,4/1/1984,mlynch3v@dedecms.com,Vietnam,Vietnam,Mandarin,2015,MS in CS,PG,full-time,external,3.18,2010,IT,GMAT,Remote Region,688,Vietnam,UG,
141,Sara,Kennedy,Female,10/28/1992,skennedy3w@storify.com,Indonesia,Indonesia,English,2012,Global MISM,PG,full-time,internal,3.27,2010,Finance,GRE,Remote Region,628,Indonesia,PG,
142,Cheryl,Ramos,Female,6/19/1984,cramos3x@furl.net,Greece,Greece,Mandarin,2014,MS in CS,PG,part_time,multi-modal,3.08,2009,IT,SAT,Disability,788,Greece,PG,
143,David,Taylor,Male,4/3/1989,dtaylor3y@forbes.com,China,China,German,2007,MISM,PG,part_time,internal,3.41,2012,Business,GRE,Disability,766,China,UG,
144,Donna,Reynolds,Female,10/17/1988,dreynolds3z@hp.com,Macedonia,Macedonia,English,2015,MSIPPM,UG,full-time,internal,3.93,2014,IT,GMAT,Remote Region,751,Macedonia,UG,
145,Adam,George,Male,8/2/1987,ageorge40@gnu.org,France,France,English,2012,Financial Engineering,UG,part_time,multi-modal,3.2,2015,Computer Science,GMAT,Disability,800,France,UG,
146,Sharon,Simpson,Female,1/11/1994,ssimpson41@theguardian.com,Russia,Russia,German,2012,Global MISM,UG,full-time,multi-modal,3.77,2009,Finance,GRE,Disability,722,Russia,PG,
147,Scott,Chapman,Male,9/28/1989,schapman42@hhs.gov,Indonesia,Indonesia,German,2008,MSIT,PG,full-time,external,3.44,2009,Marketing,GMAT,Remote Region,634,Indonesia,UG,
148,Fred,Ramos,Male,10/26/1984,framos43@tinypic.com,Philippines,Philippines,French,2009,MBA,UG,full-time,external,3.2,2009,IT,GRE,Remote Region,703,Philippines,UG,
149,Harry,Hunter,Male,8/19/1986,hhunter44@biglobe.ne.jp,China,China,English,2015,Global MISM,UG,part_time,multi-modal,3.58,2010,Computer Science,SAT,Remote Region,800,China,PG,
150,Clarence,Cunningham,Male,5/13/1986,ccunningham45@php.net,China,China,English,2014,Global MISM,UG,part_time,multi-modal,3.37,2007,Public Policy,SAT,Remote Region,682,China,PG,
151,Kimberly,Morales,Female,6/2/1985,kmorales46@mapy.cz,Philippines,Philippines,English,2011,MS in CS,PG,part_time,external,3.76,2011,Computer Science,SAT,Low-Income,732,Philippines,PG,
152,Eric,Gutierrez,Male,12/9/1985,egutierrez47@marriott.com,Iran,Iran,English,2008,Global MISM,PG,full-time,internal,3.24,2011,Computer Science,GRE,Remote Region,705,Iran,UG,
153,Phyllis,Knight,Female,12/3/1989,pknight48@discovery.com,Indonesia,Indonesia,German,2013,Financial Engineering,UG,full-time,multi-modal,3.32,2013,IT,GMAT,Low-Income,672,Indonesia,PG,
154,Lillian,Berry,Female,3/23/1984,lberry49@adobe.com,Lithuania,Lithuania,English,2010,MS in CS,UG,part_time,multi-modal,3.36,2007,Business,GRE,Remote Region,649,Lithuania,PG,
155,Beverly,Daniels,Female,1/10/1988,bdaniels4a@twitter.com,Poland,Poland,English,2007,MISM,UG,full-time,internal,3.38,2012,Business,GMAT,Disability,770,Poland,PG,
156,Juan,Henry,Male,7/9/1990,jhenry4b@google.fr,Poland,Poland,German,2008,Financial Engineering,PG,full-time,internal,3.18,2010,Finance,GRE,Disability,713,Poland,UG,
157,Benjamin,Day,Male,4/1/1991,bday4c@dmoz.org,China,China,French,2011,Financial Engineering,PG,part_time,multi-modal,3.12,2007,Marketing,SAT,Disability,695,China,UG,
158,Roger,Williams,Male,4/14/1981,rwilliams4d@freewebs.com,United States,United States,English,2015,Financial Engineering,UG,part_time,external,3.64,2007,Computer Science,GMAT,Disability,787,United States,UG,
159,Sara,Collins,Female,1/31/1991,scollins4e@virginia.edu,Sri Lanka,Sri Lanka,French,2012,MISM,PG,full-time,internal,3.42,2011,Finance,SAT,Low-Income,794,Sri Lanka,UG,
160,Scott,Lopez,Male,7/21/1987,slopez4f@google.pl,Sierra Leone,Sierra Leone,French,2008,MSIT,UG,full-time,external,3.85,2007,IT,SAT,Disability,635,Sierra Leone,UG,
161,Juan,Williamson,Male,11/3/1983,jwilliamson4g@apple.com,Sweden,Sweden,English,2007,MS in CS,PG,full-time,external,3.53,2014,Computer Science,GMAT,Remote Region,714,Sweden,UG,
162,Philip,Foster,Male,4/28/1990,pfoster4h@devhub.com,France,France,German,2015,MBA,PG,full-time,multi-modal,3.93,2009,Public Policy,SAT,Low-Income,781,France,PG,
163,Charles,Gibson,Male,5/12/1988,cgibson4i@youtu.be,France,France,English,2008,MS in CS,UG,part_time,multi-modal,3.11,2012,Business,SAT,Low-Income,609,France,UG,
164,Robin,Ramirez,Female,12/12/1993,rramirez4j@adobe.com,China,China,Mandarin,2015,Global MISM,PG,full-time,multi-modal,3.14,2010,Business,SAT,Remote Region,720,China,UG,
165,Cheryl,Chapman,Female,4/5/1984,cchapman4k@hc360.com,Greece,Greece,German,2013,MSIT,UG,full-time,external,3.99,2013,Marketing,GMAT,Remote Region,799,Greece,UG,
166,George,Turner,Male,8/9/1992,gturner4l@cocolog-nifty.com,Russia,Russia,French,2014,MISM,UG,part_time,external,3.98,2010,Business,GMAT,Low-Income,657,Russia,UG,
167,Ashley,Gardner,Female,6/12/1984,agardner4m@lycos.com,Brazil,Brazil,English,2015,MS in CS,UG,part_time,external,3.48,2014,Business,GMAT,Low-Income,626,Brazil,PG,
168,Raymond,Thompson,Male,6/11/1985,rthompson4n@wordpress.com,Czech Republic,Czech Republic,Mandarin,2011,Global MISM,UG,full-time,multi-modal,3.17,2009,Marketing,GMAT,Disability,729,Czech Republic,PG,
169,Edward,Austin,Male,1/22/1990,eaustin4o@rediff.com,Colombia,Colombia,Mandarin,2014,MSIPPM,PG,full-time,internal,3.41,2012,Marketing,SAT,Remote Region,786,Colombia,UG,
170,Stephanie,Gutierrez,Female,3/12/1983,sgutierrez4p@multiply.com,Sweden,Sweden,French,2015,MBA,UG,full-time,external,3.61,2009,Computer Science,GMAT,Low-Income,706,Sweden,PG,
171,Emily,Dixon,Female,9/9/1983,edixon4q@redcross.org,Czech Republic,Czech Republic,English,2013,MBA,PG,part_time,external,3.99,2015,IT,GRE,Disability,738,Czech Republic,UG,
172,Bruce,Scott,Male,3/17/1985,bscott4r@feedburner.com,China,China,English,2008,MISM,UG,full-time,multi-modal,3.32,2008,Computer Science,GRE,Low-Income,664,China,UG,
173,Arthur,Murray,Male,7/6/1993,amurray4s@devhub.com,Indonesia,Indonesia,English,2014,Financial Engineering,UG,full-time,internal,3.91,2014,Finance,GMAT,Disability,749,Indonesia,PG,
174,Sharon,Gray,Female,3/30/1987,sgray4t@netvibes.com,Barbados,Barbados,French,2009,Financial Engineering,UG,full-time,external,3.9,2010,Marketing,GRE,Disability,676,Barbados,PG,
175,Chris,Austin,Male,7/20/1988,caustin4u@independent.co.uk,Indonesia,Indonesia,German,2009,MBA,UG,part_time,external,3.22,2010,Business,GRE,Low-Income,653,Indonesia,PG,
176,Amy,Black,Female,3/6/1993,ablack4v@hugedomains.com,Russia,Russia,English,2007,Global MISM,UG,part_time,external,3.85,2012,Finance,GMAT,Disability,603,Russia,PG,
177,Jack,Hunt,Male,11/30/1988,jhunt4w@yellowpages.com,China,China,English,2012,MISM,UG,part_time,external,3.57,2008,Finance,GRE,Remote Region,739,China,UG,
178,Tammy,Richardson,Female,5/2/1981,trichardson4x@parallels.com,Poland,Poland,German,2010,MS in CS,PG,full-time,multi-modal,3.64,2008,Finance,SAT,Low-Income,768,Poland,PG,
179,Lillian,Shaw,Female,12/5/1987,lshaw4y@wikipedia.org,China,China,English,2008,MSIT,UG,full-time,internal,3.37,2015,Finance,GRE,Remote Region,665,China,UG,
180,Paula,Lee,Female,4/4/1989,plee4z@jigsy.com,Russia,Russia,French,2013,MS in CS,PG,full-time,external,3.65,2011,Business,SAT,Disability,631,Russia,PG,
181,Bonnie,Harper,Female,1/6/1981,bharper50@state.gov,Indonesia,Indonesia,German,2012,Global MISM,PG,part_time,multi-modal,3.63,2007,Business,GMAT,Low-Income,651,Indonesia,UG,
182,Stephen,Kelley,Male,10/11/1983,skelley51@creativecommons.org,United States,United States,French,2014,MSIT,PG,full-time,external,3.41,2012,Business,GRE,Disability,661,United States,UG,
183,Ralph,Jones,Male,3/22/1987,rjones52@latimes.com,Oman,Oman,German,2008,MBA,PG,part_time,internal,3.25,2009,Finance,GRE,Low-Income,790,Oman,UG,
184,Jennifer,Phillips,Female,9/20/1983,jphillips53@discovery.com,Swaziland,Swaziland,English,2013,MSIPPM,UG,full-time,internal,3.42,2015,IT,GMAT,Low-Income,710,Swaziland,PG,
185,Lillian,Hanson,Female,5/20/1993,lhanson54@amazon.com,China,China,French,2015,Financial Engineering,UG,full-time,multi-modal,3.46,2013,Finance,SAT,Disability,690,China,PG,
186,Rose,Mccoy,Female,5/16/1988,rmccoy55@oracle.com,Poland,Poland,Mandarin,2007,MBA,UG,part_time,multi-modal,3.65,2012,Finance,GRE,Disability,611,Poland,UG,
187,Ann,Evans,Female,3/7/1984,aevans56@bloglines.com,Yemen,Yemen,German,2015,Global MISM,UG,full-time,external,3.75,2010,IT,GMAT,Low-Income,699,Yemen,PG,
188,Raymond,Lynch,Male,12/4/1984,rlynch57@ebay.co.uk,Macedonia,Macedonia,Mandarin,2010,Global MISM,PG,part_time,internal,3.62,2012,Finance,GRE,Low-Income,644,Macedonia,PG,
189,Karen,Martin,Female,9/26/1982,kmartin58@ucoz.ru,China,China,Mandarin,2014,Financial Engineering,PG,full-time,external,3.46,2008,Computer Science,GMAT,Low-Income,722,China,UG,
190,Victor,Willis,Male,9/27/1992,vwillis59@zdnet.com,China,China,German,2008,Financial Engineering,UG,part_time,external,3.94,2008,Business,GRE,Remote Region,698,China,UG,
191,Jessica,Reynolds,Female,3/22/1982,jreynolds5a@comsenz.com,Ukraine,Ukraine,French,2007,Global MISM,UG,part_time,external,3.5,2007,Public Policy,SAT,Low-Income,640,Ukraine,UG,
192,Ann,Freeman,Female,12/23/1983,afreeman5b@mac.com,China,China,Mandarin,2008,MSIPPM,PG,full-time,external,3.33,2009,Computer Science,SAT,Disability,628,China,UG,
193,Kenneth,White,Male,6/21/1992,kwhite5c@pagesperso-orange.fr,Japan,Japan,English,2007,MISM,PG,part_time,external,3.29,2012,IT,GRE,Low-Income,751,Japan,PG,
194,Antonio,Gardner,Male,11/8/1988,agardner5d@pagesperso-orange.fr,Philippines,Philippines,Mandarin,2010,Global MISM,PG,full-time,multi-modal,3.59,2008,Business,GMAT,Low-Income,727,Philippines,UG,
195,Laura,Williamson,Female,3/7/1987,lwilliamson5e@blogtalkradio.com,China,China,French,2014,MBA,PG,part_time,multi-modal,3.71,2007,Marketing,GRE,Disability,645,China,UG,
196,Louis,Lee,Male,3/2/1993,llee5f@dailymotion.com,New Zealand,New Zealand,English,2008,MBA,UG,part_time,multi-modal,3.9,2011,Public Policy,GMAT,Low-Income,610,New Zealand,UG,
197,Jeremy,Jacobs,Male,11/27/1984,jjacobs5g@flavors.me,Russia,Russia,English,2011,MISM,PG,full-time,multi-modal,3.59,2007,Business,GMAT,Remote Region,653,Russia,UG,
198,Julia,Schmidt,Female,2/24/1989,jschmidt5h@msn.com,Poland,Poland,Mandarin,2007,Global MISM,PG,part_time,internal,3.13,2009,IT,GMAT,Remote Region,690,Poland,PG,
199,Willie,Fox,Male,12/9/1984,wfox5i@thetimes.co.uk,Honduras,Honduras,German,2008,MSIT,PG,part_time,external,3.9,2012,IT,GMAT,Disability,613,Honduras,UG,
200,Kevin,Ortiz,Male,7/7/1989,kortiz5j@imdb.com,China,China,English,2010,MBA,PG,part_time,multi-modal,3.42,2014,Finance,SAT,Remote Region,738,China,UG,
