@relation MOCK_DATA-train

@attribute id numeric
@attribute First_Name {Phyllis,Maria,Anthony,Joseph,Lisa,Kelly,Louis,Jane,William,Sharon,Benjamin,Beverly,Brian,Ann,Jacqueline,Terry,Jason,Ruby,Jesse,Jeffrey,Justin,Richard,Cheryl,Judith,Samuel,Jonathan,Carolyn,Lori,Debra,Carl,Douglas,Craig,Denise,Eric,Gary,Henry,Mildred,Sean,Katherine,Roger,Jack,Nicole,Clarence,Raymond,Scott,Kathy,Barbara,Harry,Julie,Janice,Irene,Albert,Catherine,Joyce,Paula,Alan,Carol,Lawrence,Angela,Helen,Gerald,Eugene,Laura,Bruce,Robin,Joe,Julia,Mark,Susan,Jennifer,Janet,Alice,Larry,Kathleen,Chris,Adam,Stephanie,Gregory,Diane,Aaron,Marie,Christine,Daniel,George,Karen,Paul,Betty,Sandra,Donna,Tina,Patrick,Cynthia,Brenda,Sara,David,Fred,Kimberly,Lillian,Juan,Philip,Charles,Ashley,Edward,Emily,Arthur,Amy,Tammy,Bonnie,Stephen,Ralph,Rose,Victor,Jessica,Kenneth,Antonio,Jeremy,Willie,Kevin}
@attribute Last_Name {Jackson,Knight,Pierce,Burton,Gray,Cooper,Stewart,Brown,Ruiz,Matthews,Alvarez,Gonzalez,Larson,Mcdonald,Perry,Wallace,Stevens,Weaver,Day,Olson,Stone,Bailey,Cruz,Gomez,Chapman,Howell,Vasquez,Webb,Jenkins,West,Woods,Little,Kelley,Evans,Wheeler,Patterson,King,Dixon,Phillips,Mitchell,Jordan,Black,Reid,Simpson,Mendoza,Murphy,Nguyen,Bowman,Sullivan,Cox,Carpenter,Ward,Castillo,Reynolds,Wood,Fields,Howard,Stanley,Garrett,Hart,Ellis,Nelson,Morrison,Lawson,Coleman,Tucker,Wagner,Rice,Smith,Owens,Berry,Mccoy,Morgan,Wilson,Cole,Banks,Dean,Carr,Ryan,Russell,Andrews,Gardner,Medina,Greene,Young,Mills,Dunn,Palmer,Moreno,Cunningham,Freeman,Mason,Fox,White,Hawkins,Hanson,Harvey,Welch,Perez,Foster,Schmidt,Gonzales,Harper,Parker,Gibson,Lynch,Kennedy,Ramos,Taylor,George,Hunter,Morales,Gutierrez,Daniels,Henry,Williams,Collins,Lopez,Williamson,Ramirez,Turner,Thompson,Austin,Scott,Murray,Hunt,Richardson,Shaw,Lee,Jones,Martin,Willis,Jacobs,Ortiz}
@attribute Gender {Female,Male}
@attribute Date_Of_Birth {9/18/1994,2/25/1988,9/2/1993,2/13/1993,2/21/1993,10/17/1992,1/19/1988,1/24/1986,5/22/1981,1/24/1983,1/16/1988,7/30/1986,6/15/1984,12/6/1988,10/2/1988,5/7/1990,4/26/1991,7/31/1991,1/14/1987,12/19/1986,12/7/1988,2/15/1984,7/19/1985,8/18/1982,1/20/1991,5/7/1985,5/17/1993,9/26/1982,8/28/1991,2/18/1982,5/29/1992,3/30/1992,8/25/1989,10/29/1981,1/30/1986,8/28/1985,11/10/1987,3/30/1989,1/17/1984,4/5/1993,6/3/1984,6/28/1985,3/15/1993,10/17/1985,11/21/1986,12/21/1993,5/11/1990,3/15/1984,11/11/1987,12/7/1991,10/22/1985,7/31/1988,8/28/1994,6/26/1986,4/6/1981,10/13/1982,8/25/1987,12/31/1982,11/2/1988,10/29/1989,11/19/1993,8/17/1990,4/19/1981,3/17/1994,7/11/1993,5/29/1981,2/4/1991,8/1/1990,11/1/1987,3/24/1991,11/29/1986,2/20/1989,3/4/1994,11/16/1985,3/15/1981,7/6/1983,2/17/1991,8/10/1988,10/24/1985,11/29/1989,4/29/1988,5/17/1986,5/20/1986,9/29/1991,1/31/1981,12/3/1993,2/19/1982,9/30/1993,5/29/1983,12/25/1986,9/26/1988,12/23/1984,6/4/1988,10/11/1989,2/2/1986,1/5/1982,4/22/1990,7/17/1987,2/17/1983,2/17/1989,1/23/1981,10/22/1983,12/26/1990,3/31/1991,3/18/1993,4/6/1986,8/30/1984,4/15/1984,6/7/1982,6/16/1981,4/24/1982,12/13/1987,8/18/1991,4/18/1981,4/27/1981,2/11/1982,5/3/1984,6/21/1992,3/15/1992,1/12/1987,12/12/1983,4/26/1990,5/13/1987,10/20/1986,8/29/1983,7/12/1987,7/14/1988,3/2/1982,6/1/1982,11/13/1987,8/23/1993,6/29/1993,5/31/1991,9/20/1992,4/21/1986,2/4/1988,1/1/1987,4/1/1984,10/28/1992,6/19/1984,4/3/1989,10/17/1988,8/2/1987,1/11/1994,9/28/1989,10/26/1984,8/19/1986,5/13/1986,6/2/1985,12/9/1985,12/3/1989,3/23/1984,1/10/1988,7/9/1990,4/1/1991,4/14/1981,1/31/1991,7/21/1987,11/3/1983,4/28/1990,5/12/1988,12/12/1993,4/5/1984,8/9/1992,6/12/1984,6/11/1985,1/22/1990,3/12/1983,9/9/1983,3/17/1985,7/6/1993,3/30/1987,7/20/1988,3/6/1993,11/30/1988,5/2/1981,12/5/1987,4/4/1989,1/6/1981,10/11/1983,3/22/1987,9/20/1983,5/20/1993,5/16/1988,3/7/1984,12/4/1984,9/27/1992,3/22/1982,12/23/1983,11/8/1988,3/7/1987,3/2/1993,11/27/1984,2/24/1989,12/9/1984,7/7/1989}
@attribute Email {pjackson0@slate.com,mknight1@smh.com.au,apierce2@webeden.co.uk,jburton3@fema.gov,lgray4@ezinearticles.com,kcooper5@bizjournals.com,lstewart6@bloglines.com,jbrown7@reverbnation.com,wruiz8@bloglovin.com,smatthews9@epa.gov,balvareza@ebay.co.uk,bgonzalezb@hud.gov,blarsonc@examiner.com,apierced@google.com.hk,jmcdonalde@soundcloud.com,tperryf@auda.org.au,jwallaceg@army.mil,bstevensh@sun.com,rweaveri@ocn.ne.jp,jdayj@uol.com.br,jolsonk@example.com,jstonel@mapquest.com,rmatthewsm@cnet.com,cbaileyn@google.de,jcruzo@usatoday.com,spiercep@goo.ne.jp,jgomezq@cisco.com,cchapmanr@github.com,lhowells@bizjournals.com,dvasquezt@sciencedaily.com,kwebbu@msu.edu,cjenkinsv@imdb.com,dmatthewsw@vkontakte.ru,cwestx@bbb.org,dwoodsy@ucoz.ru,clittlez@google.co.uk,lkelley10@buzzfeed.com,devans11@japanpost.jp,swheeler12@unicef.org,epatterson13@whitehouse.gov,gking14@instagram.com,hdixon15@networkadvertising.org,mphillips16@photobucket.com,smitchell17@sfgate.com,hjordan18@goo.ne.jp,kblack19@google.pl,cgray1a@oaic.gov.au,mreid1b@fotki.com,rsimpson1c@photobucket.com,jmendoza1d@parallels.com,jalvarez1e@europa.eu,nmurphy1f@yelp.com,cnguyen1g@canalblog.com,rbowman1h@spiegel.de,ssullivan1i@hexun.com,kcox1j@mapquest.com,bcarpenter1k@skyrock.com,egray1l@biblegateway.com,hward1m@sphinn.com,jcastillo1n@soundcloud.com,jpierce1o@redcross.org,ijackson1p@macromedia.com,areynolds1q@forbes.com,cwood1r@yellowpages.com,lfields1s@1und1.de,dhoward1t@theglobeandmail.com,jstanley1u@uiuc.edu,jevans1v@springer.com,pgarrett1w@tinyurl.com,agomez1x@dedecms.com,chart1y@blogtalkradio.com,rellis1z@hostgator.com,hjenkins20@google.de,lnelson21@gmpg.org,amorrison22@yandex.ru,hlawson23@chronoengine.com,gcoleman24@wikipedia.org,etucker25@w3.org,llawson26@biblegateway.com,jwagner27@house.gov,nrice28@usa.gov,bsmith29@smh.com.au,wknight2a@indiegogo.com,ccastillo2b@shinystat.com,howens2c@mozilla.com,rruiz2d@admin.ch,jberry2e@free.fr,jmatthews2f@google.it,jnelson2g@google.com.br,mmccoy2h@bluehost.com,sphillips2i@google.fr,jstanley2j@livejournal.com,cmorgan2k@ning.com,bwilson2l@icio.us,jwoods2m@dedecms.com,acole2n@joomla.org,jbanks2o@delicious.com,ldean2p@ucoz.ru,ccarr2q@nature.com,lberry2r@weibo.com,kryan2s@skype.com,bsimpson2t@sogou.com,crussell2u@addthis.com,aandrews2v@tamu.edu,bgardner2w@cnn.com,smedina2x@samsung.com,jgreene2y@house.gov,drussell2z@goodreads.com,jyoung30@google.de,gcox31@usgs.gov,dmills32@dedecms.com,adunn33@netlog.com,msimpson34@amazon.co.uk,cdean35@weibo.com,dpalmer36@pen.io,gmoreno37@geocities.com,scunningham38@jiathis.com,kfreeman39@smugmug.com,jmason3a@github.com,pfox3b@joomla.org,jlawson3c@discuz.net,bwhite3d@posterous.com,jhawkins3e@elegantthemes.com,jhanson3f@si.edu,sharvey3g@ca.gov,jmoreno3h@webeden.co.uk,pwelch3i@google.de,bgarrett3j@discovery.com,dperez3k@opera.com,cgarrett3l@smh.com.au,jfox3m@purevolume.com,mfoster3n@eventbrite.com,tschmidt3o@arizona.edu,pwelch3p@privacy.gov.au,cgonzales3q@mayoclinic.com,aharper3r@google.cn,bparker3s@aol.com,pgibson3t@eventbrite.com,afreeman3u@wunderground.com,mlynch3v@dedecms.com,skennedy3w@storify.com,cramos3x@furl.net,dtaylor3y@forbes.com,dreynolds3z@hp.com,ageorge40@gnu.org,ssimpson41@theguardian.com,schapman42@hhs.gov,framos43@tinypic.com,hhunter44@biglobe.ne.jp,ccunningham45@php.net,kmorales46@mapy.cz,egutierrez47@marriott.com,pknight48@discovery.com,lberry49@adobe.com,bdaniels4a@twitter.com,jhenry4b@google.fr,bday4c@dmoz.org,rwilliams4d@freewebs.com,scollins4e@virginia.edu,slopez4f@google.pl,jwilliamson4g@apple.com,pfoster4h@devhub.com,cgibson4i@youtu.be,rramirez4j@adobe.com,cchapman4k@hc360.com,gturner4l@cocolog-nifty.com,agardner4m@lycos.com,rthompson4n@wordpress.com,eaustin4o@rediff.com,sgutierrez4p@multiply.com,edixon4q@redcross.org,bscott4r@feedburner.com,amurray4s@devhub.com,sgray4t@netvibes.com,caustin4u@independent.co.uk,ablack4v@hugedomains.com,jhunt4w@yellowpages.com,trichardson4x@parallels.com,lshaw4y@wikipedia.org,plee4z@jigsy.com,bharper50@state.gov,skelley51@creativecommons.org,rjones52@latimes.com,jphillips53@discovery.com,lhanson54@amazon.com,rmccoy55@oracle.com,aevans56@bloglines.com,rlynch57@ebay.co.uk,kmartin58@ucoz.ru,vwillis59@zdnet.com,jreynolds5a@comsenz.com,afreeman5b@mac.com,kwhite5c@pagesperso-orange.fr,agardner5d@pagesperso-orange.fr,lwilliamson5e@blogtalkradio.com,llee5f@dailymotion.com,jjacobs5g@flavors.me,jschmidt5h@msn.com,wfox5i@thetimes.co.uk,kortiz5j@imdb.com}
@attribute Citizenship {Russia,Canada,Mongolia,'United States',Egypt,Azerbaijan,'Cape Verde',Thailand,France,Peru,Brazil,Indonesia,Montenegro,Philippines,Colombia,Iran,China,Sweden,Cuba,Macedonia,Luxembourg,'South Africa',Honduras,Portugal,Angola,Pakistan,Venezuela,Malta,Nicaragua,Mauritania,'Sri Lanka',Japan,Croatia,Hungary,Guatemala,Bangladesh,'Bosnia and Herzegovina',Ukraine,Turkmenistan,Argentina,Poland,Greece,Malaysia,'Burkina Faso',Kosovo,Slovakia,Mexico,'Czech Republic',Serbia,Tunisia,Nigeria,'United Kingdom','Costa Rica',Cambodia,Slovenia,Vietnam,Lithuania,'Sierra Leone',Barbados,Oman,Swaziland,Yemen,'New Zealand'}
@attribute Country_Of_Birth {Russia,Canada,Mongolia,'United States',Egypt,Azerbaijan,'Cape Verde',Thailand,France,Peru,Brazil,Indonesia,Montenegro,Philippines,Colombia,Iran,China,Sweden,Cuba,Macedonia,Luxembourg,'South Africa',Honduras,Portugal,Angola,Pakistan,Venezuela,Malta,Nicaragua,Mauritania,'Sri Lanka',Japan,Croatia,Hungary,Guatemala,Bangladesh,'Bosnia and Herzegovina',Ukraine,Turkmenistan,Argentina,Poland,Greece,Malaysia,'Burkina Faso',Kosovo,Slovakia,Mexico,'Czech Republic',Serbia,Tunisia,Nigeria,'United Kingdom','Costa Rica',Cambodia,Slovenia,Vietnam,Lithuania,'Sierra Leone',Barbados,Oman,Swaziland,Yemen,'New Zealand'}
@attribute Language {English,French,Mandarin,German}
@attribute 'Year_of_Arrival_USA ' numeric
@attribute 'Course _information' {MSIT,'Global MISM','Financial Engineering','MS in CS',MISM,MBA,MSIPPM}
@attribute 'Postgraduate_or_Undergraduate ' {UG,PG}
@attribute 'Type_of_attendance ' {part_time,full-time}
@attribute 'Mode_of_attendance ' {internal,external,multi-modal}
@attribute Course_GPA numeric
@attribute Course_Completion_Year numeric
@attribute Field_of_Education {Marketing,'Public Policy',Finance,IT,Business,'Computer Science'}
@attribute 'Basis _for_admission ' {GRE,GMAT,SAT}
@attribute 'Equity_Data ' {Low-Income,'Remote Region',Disability}
@attribute Entrance_Score numeric
@attribute Location_permanent_homeresidence {Russia,Canada,Mongolia,'United States',Egypt,Azerbaijan,'Cape Verde',Thailand,France,Peru,Brazil,Indonesia,Montenegro,Philippines,Colombia,Iran,China,Sweden,Cuba,Macedonia,Luxembourg,'South Africa',Honduras,Portugal,Angola,Pakistan,Venezuela,Malta,Nicaragua,Mauritania,'Sri Lanka',Japan,Croatia,Hungary,Guatemala,Bangladesh,'Bosnia and Herzegovina',Ukraine,Turkmenistan,Argentina,Poland,Greece,Malaysia,'Burkina Faso',Kosovo,Slovakia,Mexico,'Czech Republic',Serbia,Tunisia,Nigeria,'United Kingdom','Costa Rica',Cambodia,Slovenia,Vietnam,Lithuania,'Sierra Leone',Barbados,Oman,Swaziland,Yemen,'New Zealand'}
@attribute 'highest_education_prior_commencement ' {UG,PG}
@attribute Graduation {Yes,No}

@data
137,Brenda,Parker,Female,4/21/1986,bparker3s@aol.com,Colombia,Colombia,German,2015,MSIT,UG,full-time,internal,3.99,2009,'Computer Science',GRE,Low-Income,606,Colombia,PG,No
138,Paula,Gibson,Female,2/4/1988,pgibson3t@eventbrite.com,China,China,Mandarin,2013,MSIT,PG,part_time,multi-modal,3.69,2010,'Public Policy',GMAT,'Remote Region',620,China,PG,No
139,Ann,Freeman,Female,1/1/1987,afreeman3u@wunderground.com,Poland,Poland,Mandarin,2012,MISM,PG,part_time,external,3.4,2015,Marketing,GMAT,Low-Income,792,Poland,PG,No
140,Maria,Lynch,Female,4/1/1984,mlynch3v@dedecms.com,Vietnam,Vietnam,Mandarin,2015,'MS in CS',PG,full-time,external,3.18,2010,IT,GMAT,'Remote Region',688,Vietnam,UG,No
141,Sara,Kennedy,Female,10/28/1992,skennedy3w@storify.com,Indonesia,Indonesia,English,2012,'Global MISM',PG,full-time,internal,3.27,2010,Finance,GRE,'Remote Region',628,Indonesia,PG,No
142,Cheryl,Ramos,Female,6/19/1984,cramos3x@furl.net,Greece,Greece,Mandarin,2014,'MS in CS',PG,part_time,multi-modal,3.08,2009,IT,SAT,Disability,788,Greece,PG,No
143,David,Taylor,Male,4/3/1989,dtaylor3y@forbes.com,China,China,German,2007,MISM,PG,part_time,internal,3.41,2012,Business,GRE,Disability,766,China,UG,No
144,Donna,Reynolds,Female,10/17/1988,dreynolds3z@hp.com,Macedonia,Macedonia,English,2015,MSIPPM,UG,full-time,internal,3.93,2014,IT,GMAT,'Remote Region',751,Macedonia,UG,No
145,Adam,George,Male,8/2/1987,ageorge40@gnu.org,France,France,English,2012,'Financial Engineering',UG,part_time,multi-modal,3.2,2015,'Computer Science',GMAT,Disability,800,France,UG,No
146,Sharon,Simpson,Female,1/11/1994,ssimpson41@theguardian.com,Russia,Russia,German,2012,'Global MISM',UG,full-time,multi-modal,3.77,2009,Finance,GRE,Disability,722,Russia,PG,No
147,Scott,Chapman,Male,9/28/1989,schapman42@hhs.gov,Indonesia,Indonesia,German,2008,MSIT,PG,full-time,external,3.44,2009,Marketing,GMAT,'Remote Region',634,Indonesia,UG,No
148,Fred,Ramos,Male,10/26/1984,framos43@tinypic.com,Philippines,Philippines,French,2009,MBA,UG,full-time,external,3.2,2009,IT,GRE,'Remote Region',703,Philippines,UG,No
149,Harry,Hunter,Male,8/19/1986,hhunter44@biglobe.ne.jp,China,China,English,2015,'Global MISM',UG,part_time,multi-modal,3.58,2010,'Computer Science',SAT,'Remote Region',800,China,PG,No
150,Clarence,Cunningham,Male,5/13/1986,ccunningham45@php.net,China,China,English,2014,'Global MISM',UG,part_time,multi-modal,3.37,2007,'Public Policy',SAT,'Remote Region',682,China,PG,No
151,Kimberly,Morales,Female,6/2/1985,kmorales46@mapy.cz,Philippines,Philippines,English,2011,'MS in CS',PG,part_time,external,3.76,2011,'Computer Science',SAT,Low-Income,732,Philippines,PG,No
152,Eric,Gutierrez,Male,12/9/1985,egutierrez47@marriott.com,Iran,Iran,English,2008,'Global MISM',PG,full-time,internal,3.24,2011,'Computer Science',GRE,'Remote Region',705,Iran,UG,No
153,Phyllis,Knight,Female,12/3/1989,pknight48@discovery.com,Indonesia,Indonesia,German,2013,'Financial Engineering',UG,full-time,multi-modal,3.32,2013,IT,GMAT,Low-Income,672,Indonesia,PG,No
154,Lillian,Berry,Female,3/23/1984,lberry49@adobe.com,Lithuania,Lithuania,English,2010,'MS in CS',UG,part_time,multi-modal,3.36,2007,Business,GRE,'Remote Region',649,Lithuania,PG,No
155,Beverly,Daniels,Female,1/10/1988,bdaniels4a@twitter.com,Poland,Poland,English,2007,MISM,UG,full-time,internal,3.38,2012,Business,GMAT,Disability,770,Poland,PG,No
156,Juan,Henry,Male,7/9/1990,jhenry4b@google.fr,Poland,Poland,German,2008,'Financial Engineering',PG,full-time,internal,3.18,2010,Finance,GRE,Disability,713,Poland,UG,No
157,Benjamin,Day,Male,4/1/1991,bday4c@dmoz.org,China,China,French,2011,'Financial Engineering',PG,part_time,multi-modal,3.12,2007,Marketing,SAT,Disability,695,China,UG,No
158,Roger,Williams,Male,4/14/1981,rwilliams4d@freewebs.com,'United States','United States',English,2015,'Financial Engineering',UG,part_time,external,3.64,2007,'Computer Science',GMAT,Disability,787,'United States',UG,No
159,Sara,Collins,Female,1/31/1991,scollins4e@virginia.edu,'Sri Lanka','Sri Lanka',French,2012,MISM,PG,full-time,internal,3.42,2011,Finance,SAT,Low-Income,794,'Sri Lanka',UG,No
160,Scott,Lopez,Male,7/21/1987,slopez4f@google.pl,'Sierra Leone','Sierra Leone',French,2008,MSIT,UG,full-time,external,3.85,2007,IT,SAT,Disability,635,'Sierra Leone',UG,No
161,Juan,Williamson,Male,11/3/1983,jwilliamson4g@apple.com,Sweden,Sweden,English,2007,'MS in CS',PG,full-time,external,3.53,2014,'Computer Science',GMAT,'Remote Region',714,Sweden,UG,No
162,Philip,Foster,Male,4/28/1990,pfoster4h@devhub.com,France,France,German,2015,MBA,PG,full-time,multi-modal,3.93,2009,'Public Policy',SAT,Low-Income,781,France,PG,No
163,Charles,Gibson,Male,5/12/1988,cgibson4i@youtu.be,France,France,English,2008,'MS in CS',UG,part_time,multi-modal,3.11,2012,Business,SAT,Low-Income,609,France,UG,No
164,Robin,Ramirez,Female,12/12/1993,rramirez4j@adobe.com,China,China,Mandarin,2015,'Global MISM',PG,full-time,multi-modal,3.14,2010,Business,SAT,'Remote Region',720,China,UG,No
165,Cheryl,Chapman,Female,4/5/1984,cchapman4k@hc360.com,Greece,Greece,German,2013,MSIT,UG,full-time,external,3.99,2013,Marketing,GMAT,'Remote Region',799,Greece,UG,No
166,George,Turner,Male,8/9/1992,gturner4l@cocolog-nifty.com,Russia,Russia,French,2014,MISM,UG,part_time,external,3.98,2010,Business,GMAT,Low-Income,657,Russia,UG,No
167,Ashley,Gardner,Female,6/12/1984,agardner4m@lycos.com,Brazil,Brazil,English,2015,'MS in CS',UG,part_time,external,3.48,2014,Business,GMAT,Low-Income,626,Brazil,PG,No
168,Raymond,Thompson,Male,6/11/1985,rthompson4n@wordpress.com,'Czech Republic','Czech Republic',Mandarin,2011,'Global MISM',UG,full-time,multi-modal,3.17,2009,Marketing,GMAT,Disability,729,'Czech Republic',PG,No
169,Edward,Austin,Male,1/22/1990,eaustin4o@rediff.com,Colombia,Colombia,Mandarin,2014,MSIPPM,PG,full-time,internal,3.41,2012,Marketing,SAT,'Remote Region',786,Colombia,UG,No
170,Stephanie,Gutierrez,Female,3/12/1983,sgutierrez4p@multiply.com,Sweden,Sweden,French,2015,MBA,UG,full-time,external,3.61,2009,'Computer Science',GMAT,Low-Income,706,Sweden,PG,No
171,Emily,Dixon,Female,9/9/1983,edixon4q@redcross.org,'Czech Republic','Czech Republic',English,2013,MBA,PG,part_time,external,3.99,2015,IT,GRE,Disability,738,'Czech Republic',UG,No
172,Bruce,Scott,Male,3/17/1985,bscott4r@feedburner.com,China,China,English,2008,MISM,UG,full-time,multi-modal,3.32,2008,'Computer Science',GRE,Low-Income,664,China,UG,No
173,Arthur,Murray,Male,7/6/1993,amurray4s@devhub.com,Indonesia,Indonesia,English,2014,'Financial Engineering',UG,full-time,internal,3.91,2014,Finance,GMAT,Disability,749,Indonesia,PG,No
174,Sharon,Gray,Female,3/30/1987,sgray4t@netvibes.com,Barbados,Barbados,French,2009,'Financial Engineering',UG,full-time,external,3.9,2010,Marketing,GRE,Disability,676,Barbados,PG,No
175,Chris,Austin,Male,7/20/1988,caustin4u@independent.co.uk,Indonesia,Indonesia,German,2009,MBA,UG,part_time,external,3.22,2010,Business,GRE,Low-Income,653,Indonesia,PG,No
176,Amy,Black,Female,3/6/1993,ablack4v@hugedomains.com,Russia,Russia,English,2007,'Global MISM',UG,part_time,external,3.85,2012,Finance,GMAT,Disability,603,Russia,PG,No
177,Jack,Hunt,Male,11/30/1988,jhunt4w@yellowpages.com,China,China,English,2012,MISM,UG,part_time,external,3.57,2008,Finance,GRE,'Remote Region',739,China,UG,No
178,Tammy,Richardson,Female,5/2/1981,trichardson4x@parallels.com,Poland,Poland,German,2010,'MS in CS',PG,full-time,multi-modal,3.64,2008,Finance,SAT,Low-Income,768,Poland,PG,No
179,Lillian,Shaw,Female,12/5/1987,lshaw4y@wikipedia.org,China,China,English,2008,MSIT,UG,full-time,internal,3.37,2015,Finance,GRE,'Remote Region',665,China,UG,No
180,Paula,Lee,Female,4/4/1989,plee4z@jigsy.com,Russia,Russia,French,2013,'MS in CS',PG,full-time,external,3.65,2011,Business,SAT,Disability,631,Russia,PG,No
181,Bonnie,Harper,Female,1/6/1981,bharper50@state.gov,Indonesia,Indonesia,German,2012,'Global MISM',PG,part_time,multi-modal,3.63,2007,Business,GMAT,Low-Income,651,Indonesia,UG,No
182,Stephen,Kelley,Male,10/11/1983,skelley51@creativecommons.org,'United States','United States',French,2014,MSIT,PG,full-time,external,3.41,2012,Business,GRE,Disability,661,'United States',UG,No
183,Ralph,Jones,Male,3/22/1987,rjones52@latimes.com,Oman,Oman,German,2008,MBA,PG,part_time,internal,3.25,2009,Finance,GRE,Low-Income,790,Oman,UG,No
184,Jennifer,Phillips,Female,9/20/1983,jphillips53@discovery.com,Swaziland,Swaziland,English,2013,MSIPPM,UG,full-time,internal,3.42,2015,IT,GMAT,Low-Income,710,Swaziland,PG,No
185,Lillian,Hanson,Female,5/20/1993,lhanson54@amazon.com,China,China,French,2015,'Financial Engineering',UG,full-time,multi-modal,3.46,2013,Finance,SAT,Disability,690,China,PG,No
186,Rose,Mccoy,Female,5/16/1988,rmccoy55@oracle.com,Poland,Poland,Mandarin,2007,MBA,UG,part_time,multi-modal,3.65,2012,Finance,GRE,Disability,611,Poland,UG,No
187,Ann,Evans,Female,3/7/1984,aevans56@bloglines.com,Yemen,Yemen,German,2015,'Global MISM',UG,full-time,external,3.75,2010,IT,GMAT,Low-Income,699,Yemen,PG,No
188,Raymond,Lynch,Male,12/4/1984,rlynch57@ebay.co.uk,Macedonia,Macedonia,Mandarin,2010,'Global MISM',PG,part_time,internal,3.62,2012,Finance,GRE,Low-Income,644,Macedonia,PG,No
189,Karen,Martin,Female,9/26/1982,kmartin58@ucoz.ru,China,China,Mandarin,2014,'Financial Engineering',PG,full-time,external,3.46,2008,'Computer Science',GMAT,Low-Income,722,China,UG,No
190,Victor,Willis,Male,9/27/1992,vwillis59@zdnet.com,China,China,German,2008,'Financial Engineering',UG,part_time,external,3.94,2008,Business,GRE,'Remote Region',698,China,UG,No
191,Jessica,Reynolds,Female,3/22/1982,jreynolds5a@comsenz.com,Ukraine,Ukraine,French,2007,'Global MISM',UG,part_time,external,3.5,2007,'Public Policy',SAT,Low-Income,640,Ukraine,UG,No
192,Ann,Freeman,Female,12/23/1983,afreeman5b@mac.com,China,China,Mandarin,2008,MSIPPM,PG,full-time,external,3.33,2009,'Computer Science',SAT,Disability,628,China,UG,No
193,Kenneth,White,Male,6/21/1992,kwhite5c@pagesperso-orange.fr,Japan,Japan,English,2007,MISM,PG,part_time,external,3.29,2012,IT,GRE,Low-Income,751,Japan,PG,No
194,Antonio,Gardner,Male,11/8/1988,agardner5d@pagesperso-orange.fr,Philippines,Philippines,Mandarin,2010,'Global MISM',PG,full-time,multi-modal,3.59,2008,Business,GMAT,Low-Income,727,Philippines,UG,No
195,Laura,Williamson,Female,3/7/1987,lwilliamson5e@blogtalkradio.com,China,China,French,2014,MBA,PG,part_time,multi-modal,3.71,2007,Marketing,GRE,Disability,645,China,UG,No
196,Louis,Lee,Male,3/2/1993,llee5f@dailymotion.com,'New Zealand','New Zealand',English,2008,MBA,UG,part_time,multi-modal,3.9,2011,'Public Policy',GMAT,Low-Income,610,'New Zealand',UG,No
197,Jeremy,Jacobs,Male,11/27/1984,jjacobs5g@flavors.me,Russia,Russia,English,2011,MISM,PG,full-time,multi-modal,3.59,2007,Business,GMAT,'Remote Region',653,Russia,UG,No
198,Julia,Schmidt,Female,2/24/1989,jschmidt5h@msn.com,Poland,Poland,Mandarin,2007,'Global MISM',PG,part_time,internal,3.13,2009,IT,GMAT,'Remote Region',690,Poland,PG,No
199,Willie,Fox,Male,12/9/1984,wfox5i@thetimes.co.uk,Honduras,Honduras,German,2008,MSIT,PG,part_time,external,3.9,2012,IT,GMAT,Disability,613,Honduras,UG,No
200,Kevin,Ortiz,Male,7/7/1989,kortiz5j@imdb.com,China,China,English,2010,MBA,PG,part_time,multi-modal,3.42,2014,Finance,SAT,'Remote Region',738,China,UG,No
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
